img_name,lsho_x,lsho_y,lelb_x,lelb_y,lwri_x,lwri_y,rsho_x,rsho_y,relb_x,relb_y,rwri_x,rwri_y,rhip_x,rhip_y,lhip_x,lhip_y,leye_x,leye_y,reye_x,reye_y,nose_x,nose_y,
12-oclock-high-special-edition-00006361.jpg,327.8775634765625,213.3125,331.83673095703125,294.671875,367.4693908691406,322.453125,195.24490356445312,197.4375,175.448974609375,276.8125,165.551025390625,338.328125,195.24490356445312,356.1875,284.3265380859375,368.09375,304.1224365234375,151.796875,290.26531982421875,151.796875,298.1836853027344,161.71875,
12-oclock-high-special-edition-00006371.jpg,290.6326599121094,219.3203125,288.6938781738281,291.15234375,339.10205078125,322.21484375,160.7346954345703,209.61328125,139.40817260742188,296.9765625,139.40817260742188,364.92578125,172.3673553466797,351.3359375,257.6734619140625,355.21875,261.551025390625,147.48828125,246.0408172607422,147.48828125,255.73471069335938,159.13671875,
12-oclock-high-special-edition-00006381.jpg,245.41632080078125,215.1328125,259.1591796875,293.7265625,318.05712890625,319.26953125,123.69387817382812,219.0625,109.95101928710938,323.19921875,106.02449035644531,399.828125,139.39999389648438,378.21484375,231.6734619140625,378.21484375,219.89389038085938,148.328125,194.37142944335938,148.328125,208.11428833007812,158.15234375,
12-oclock-high-special-edition-00006391.jpg,231.5142822265625,206.046875,243.34283447265625,279.03515625,302.4857177734375,316.515625,91.5428466796875,223.80078125,85.62857055664062,330.32421875,105.34284973144531,395.421875,125.05714416503906,373.72265625,229.5428466796875,361.88671875,196.028564453125,140.94921875,168.42855834960938,138.9765625,184.19998168945312,150.8125,
12-oclock-high-special-edition-00006401.jpg,249.22857666015625,215.3515625,255.15512084960938,304.296875,310.4693908691406,343.828125,108.96734619140625,219.3046875,99.08979797363281,329.9921875,160.3306121826172,389.2890625,112.91836547851562,391.265625,239.35101318359375,403.125,225.5224609375,142.21875,201.81634521484375,138.265625,211.69387817382812,152.1015625,
12-oclock-high-special-edition-00006851.jpg,164.9387664794922,213.28125,152.53060913085938,275.3125,157.1836700439453,323.38671875,251.79591369628906,222.5859375,265.7550964355469,275.3125,285.9183654785156,318.734375,233.1836700439453,309.4296875,174.24488830566406,304.77734375,209.91836547851562,159.00390625,226.97958374023438,162.10546875,223.87754821777344,172.9609375,
12-oclock-high-special-edition-00006931.jpg,196.02447509765625,198.140625,181.6734619140625,243.4140625,172.10610961914062,277.96484375,262.99591064453125,210.0546875,257.0163269042969,251.75390625,255.82040405273438,283.921875,243.86122131347656,270.81640625,192.43673706054688,264.859375,231.90203857421875,168.35546875,236.6857147216797,169.546875,235.4897918701172,175.50390625,
12-oclock-high-special-edition-00012931.jpg,342.2081604003906,187.08984375,407.74285888671875,230.90234375,364.0530700683594,148.75390625,156.5265350341797,189.828125,112.83673095703125,285.66796875,137.41224670410156,365.078125,194.75511169433594,392.4609375,342.2081604003906,395.19921875,317.6326599121094,143.27734375,293.0571594238281,140.5390625,306.710205078125,156.96875,
12-oclock-high-special-edition-00014211.jpg,492.0326232910156,235.671875,504.1958923339844,345.53515625,509.06121826171875,411.453125,358.2367248535156,218.58203125,319.31427001953125,326.00390625,316.8816223144531,387.0390625,367.96734619140625,379.71484375,465.2734680175781,391.921875,421.4856872558594,155.10546875,406.8897705078125,152.6640625,409.32244873046875,167.3125,
12-oclock-high-special-edition-00014271.jpg,477.9877624511719,230.29296875,493.5143127441406,313.16796875,496.10205078125,403.8125,338.2489929199219,227.703125,309.78369140625,326.1171875,299.43267822265625,401.22265625,327.89794921875,393.453125,457.2857360839844,383.09375,392.59185791015625,147.41796875,377.0653076171875,142.23828125,379.653076171875,157.77734375,
12-oclock-high-special-edition-00014391.jpg,463.7347106933594,226.4609375,483.46124267578125,309.8828125,472.5020446777344,377.9375,330.03265380859375,217.6796875,301.5387878417969,292.3203125,290.57958984375,353.7890625,334.41632080078125,364.765625,430.8571472167969,371.3515625,384.8285827636719,149.625,360.7183837890625,145.234375,367.29388427734375,160.6015625,
12-oclock-high-special-edition-00015581.jpg,402.2449035644531,217.875,411.6326599121094,291.3046875,394.7347106933594,313.8984375,297.10205078125,206.578125,255.79592895507812,278.125,325.26531982421875,295.0703125,276.448974609375,330.84375,370.3265380859375,347.7890625,406.0,155.7421875,392.8571472167969,157.625,402.2449035644531,168.921875,
12-oclock-high-special-edition-00015681.jpg,533.0,212.7265625,545.0408325195312,259.49609375,547.448974609375,294.2734375,470.38775634765625,219.921875,457.1428527832031,265.4921875,478.81634521484375,290.67578125,481.2244873046875,289.4765625,533.0,285.87890625,507.71429443359375,192.33984375,495.6734619140625,193.5390625,501.6938781738281,199.53515625,
12-oclock-high-special-edition-00016481.jpg,301.6571350097656,180.0625,336.0081787109375,281.22265625,344.5959167480469,380.23046875,140.63673400878906,190.82421875,114.87347412109375,300.59375,106.28572082519531,393.14453125,149.2244873046875,356.5546875,293.06939697265625,354.40234375,198.6040802001953,111.1875,179.28163146972656,111.1875,183.5755157470703,128.40625,
12-oclock-high-special-edition-00016491.jpg,299.7591552734375,179.78125,342.1020202636719,286.609375,342.1020202636719,371.265625,130.3877410888672,193.890625,116.27346801757812,310.796875,108.20816040039062,399.484375,162.6489715576172,375.296875,287.66119384765625,363.203125,190.87753295898438,107.21875,164.66529846191406,109.234375,176.7632598876953,125.359375,
12-oclock-high-special-edition-00016501.jpg,321.5999755859375,185.23828125,356.05712890625,283.0546875,365.6285705566406,369.36328125,162.7142791748047,190.9921875,147.39999389648438,304.15234375,135.91427612304688,384.70703125,187.59999084472656,369.36328125,310.1142883300781,369.36328125,268.0,110.4375,237.37142944335938,112.35546875,256.5142822265625,125.78125,
12-oclock-high-special-edition-00016501.jpg,326.0367431640625,186.6015625,358.6571350097656,287.33984375,366.812255859375,377.1875,165.65306091308594,200.21484375,149.3428497314453,295.5078125,138.46939086914062,382.6328125,179.24490356445312,358.12890625,312.44488525390625,349.9609375,268.9510192871094,110.3671875,241.767333984375,113.08984375,258.0775451660156,123.98046875,
12-oclock-high-special-edition-00016511.jpg,324.9346923828125,188.14453125,357.7183532714844,282.48046875,374.1101989746094,370.6640625,150.77142333984375,202.5,134.3795928955078,309.140625,126.18367004394531,397.32421875,173.31019592285156,358.359375,320.83673095703125,354.2578125,281.9060974121094,104.0625,253.22039794921875,108.1640625,273.710205078125,122.51953125,
12-oclock-high-special-edition-00018031.jpg,367.7428283691406,174.7109375,405.028564453125,306.796875,390.1142578125,408.9765625,198.7142791748047,209.6015625,178.8285675048828,334.2109375,181.3142852783203,428.9140625,211.14285278320312,396.515625,357.79998779296875,386.546875,240.97140502929688,119.8828125,218.59999084472656,124.8671875,236.0,139.8203125,
12-oclock-high-special-edition-00018041.jpg,365.0285949707031,183.5078125,403.67755126953125,295.09765625,399.130615234375,413.51953125,192.24490356445312,201.7265625,176.3306121826172,329.2578125,185.42449951171875,434.015625,208.15919494628906,374.8046875,355.9346923828125,374.8046875,242.26123046875,119.7421875,214.97959899902344,128.8515625,235.44082641601562,140.23828125,
12-oclock-high-special-edition-00018051.jpg,377.4244689941406,182.6875,414.3061218261719,305.734375,404.06121826171875,420.578125,205.31019592285156,190.890625,176.62448120117188,318.0390625,178.6734619140625,422.62890625,215.5550994873047,395.96875,363.0816345214844,383.6640625,266.77960205078125,115.01171875,231.94692993164062,117.0625,250.3877410888672,133.46875,
12-oclock-high-special-edition-00018051.jpg,386.42041015625,184.1796875,413.27349853515625,285.9140625,404.3224792480469,414.578125,201.43267822265625,184.1796875,174.57958984375,321.8203125,183.53060913085938,429.5390625,210.38369750976562,414.578125,350.6163330078125,393.6328125,261.10614013671875,112.3671875,234.25308227539062,118.3515625,252.15512084960938,136.3046875,
12-oclock-high-special-edition-00018061.jpg,373.9469299316406,172.40625,420.0122375488281,289.03125,410.31427001953125,408.0859375,209.08163452148438,177.265625,175.13877868652344,298.75,175.13877868652344,410.515625,213.93060302734375,383.7890625,361.8244934082031,374.0703125,274.5428466796875,106.8046875,245.448974609375,111.6640625,257.5714111328125,123.8125,
12-oclock-high-special-edition-00018081.jpg,384.93878173828125,161.3671875,434.89794921875,282.125,411.38775634765625,399.9375,202.7346954345703,161.3671875,182.16326904296875,314.5234375,176.2857208251953,408.7734375,226.24490356445312,391.1015625,361.4285888671875,391.1015625,290.89794921875,99.515625,258.5714416503906,102.4609375,273.26531982421875,120.1328125,
12-oclock-high-special-edition-00018111.jpg,388.551025390625,152.75390625,440.2244873046875,292.60546875,406.6367492675781,401.37890625,236.11428833007812,165.703125,205.11019897460938,295.1953125,192.19183349609375,398.7890625,243.8653106689453,362.53125,365.2979736328125,372.890625,280.0367431640625,108.7265625,256.78369140625,108.7265625,267.1183776855469,124.265625,
12-oclock-high-special-edition-00018171.jpg,396.10205078125,157.21875,448.1101989746094,281.828125,411.93060302734375,395.109375,228.77142333984375,152.6875,197.11428833007812,286.359375,197.11428833007812,395.109375,228.77142333984375,356.59375,362.1836853027344,354.328125,269.47344970703125,82.453125,244.60000610351562,84.71875,249.12245178222656,102.84375,
12-oclock-high-special-edition-00018181.jpg,401.6203918457031,159.7890625,442.5999755859375,282.8359375,409.8163146972656,393.578125,225.4081573486328,159.7890625,200.82040405273438,291.0390625,204.91836547851562,393.578125,229.50611877441406,354.61328125,389.3265075683594,377.171875,262.289794921875,83.91015625,241.79998779296875,88.01171875,245.89794921875,98.265625,
12-oclock-high-special-edition-00030151.jpg,674.4571533203125,166.984375,695.9183349609375,241.203125,639.3387451171875,264.640625,551.5428466796875,151.359375,514.4734497070312,219.71875,561.2979736328125,250.96875,537.8857421875,278.3125,641.289794921875,288.078125,602.2694091796875,120.109375,580.8081665039062,120.109375,586.6612548828125,131.828125,
12-oclock-high-special-edition-00030241.jpg,634.857177734375,171.3828125,664.244873046875,244.9765625,603.6326293945312,244.9765625,520.9796142578125,169.54296875,493.4285888671875,232.09765625,539.346923828125,272.57421875,522.8163452148438,294.65234375,620.1632690429688,296.4921875,555.8775634765625,114.34765625,541.1836547851562,119.8671875,552.2041015625,130.90625,
12-oclock-high-special-edition-00030281.jpg,626.379638671875,165.5859375,658.3143310546875,233.453125,608.4163208007812,253.4140625,510.6163330078125,165.5859375,498.64080810546875,239.44140625,532.5714111328125,285.3515625,524.5877685546875,271.37890625,612.408203125,283.35546875,546.5428466796875,113.6875,528.57958984375,119.67578125,542.551025390625,129.65625,
12-oclock-high-special-edition-00034041.jpg,469.8775634765625,180.6171875,507.10205078125,256.94140625,493.38775634765625,327.39453125,356.2449035644531,186.48828125,328.81634521484375,260.85546875,309.2244873046875,317.609375,354.28570556640625,319.56640625,440.48980712890625,313.6953125,420.89794921875,127.77734375,393.4693908691406,127.77734375,401.3061218261719,141.4765625,
12-oclock-high-special-edition-00034051.jpg,462.7428894042969,175.0,491.5428771972656,249.25,491.5428771972656,317.3125,341.3714599609375,199.75,331.0857238769531,269.875,331.0857238769531,329.6875,364.0,325.5625,456.5714416503906,321.4375,396.914306640625,135.8125,380.4571533203125,137.875,388.68572998046875,148.1875,
12-oclock-high-special-edition-00034061.jpg,479.96734619140625,187.0390625,502.1387634277344,263.1640625,481.551025390625,331.359375,370.6938781738281,193.3828125,359.608154296875,277.4375,342.187744140625,328.1875,370.6938781738281,310.7421875,457.7958984375,302.8125,429.289794921875,136.2890625,408.7020263671875,134.703125,416.62042236328125,148.9765625,
12-oclock-high-special-edition-00034151.jpg,488.3265075683594,184.9453125,520.914306640625,268.546875,488.3265075683594,325.640625,386.48980712890625,186.984375,362.0489501953125,264.46875,341.681640625,305.25,376.30609130859375,325.640625,459.8122253417969,331.7578125,439.44488525390625,140.0859375,419.0775451660156,138.046875,427.2244873046875,152.3203125,
12-oclock-high-special-edition-00034151.jpg,492.5918273925781,194.796875,513.7510375976562,271.375,492.5918273925781,325.5078125,380.18365478515625,198.7578125,368.2816162109375,266.09375,347.1224365234375,308.34375,380.18365478515625,324.1875,448.9510192871094,317.5859375,438.3714294433594,140.6640625,419.8571472167969,138.0234375,427.7918395996094,152.546875,
12-oclock-high-special-edition-00034161.jpg,491.1999816894531,184.75,524.6448974609375,251.6875,546.2857055664062,257.59375,390.86529541015625,182.78125,345.6163330078125,224.125,276.7591857910156,216.25,382.99591064453125,314.6875,457.7550964355469,308.78125,449.8857116699219,129.625,428.244873046875,131.59375,438.0816345214844,137.5,
12-oclock-high-special-edition-00043631.jpg,360.5142822265625,320.375,391.5877685546875,401.46875,418.6081848144531,436.609375,244.3265380859375,316.3203125,214.60409545898438,423.09375,303.77142333984375,433.90625,307.8244934082031,460.9375,384.8326416015625,446.0703125,340.2489929199219,277.125,317.2816162109375,271.71875,328.08978271484375,287.9375,
